id,value
id_110,11.091598873011822
id_111,14.651502276939476
id_112,16.42433659204625
id_113,24.635473886596483
id_114,20.108743147265834
id_115,15.465651638858754
id_116,9.128403095792883
id_117,43.56112488201783
id_118,25.604379601388175
id_119,0.9794652566246185
id_120,0.2615500453075001
id_121,10.395295782165203
id_122,12.482856760594405
id_123,11.895168126011058
id_124,7.224526171529777
id_125,25.08173610340753
id_126,23.66799996365178
id_127,9.173010035188963
id_128,19.44501725301353
id_129,13.115015492076797
id_130,-0.39327916342181646
id_131,31.93279089623417
id_132,15.516112683755608
id_133,22.030029162374255
id_134,26.971463230716044
id_135,25.356391887309577
id_136,9.908295178218438
id_137,22.838372338276365
id_138,78.24127992124117
id_139,62.93847548002833
id_140,27.782264666809837
id_141,18.913109688147326
id_142,24.517456668581048
id_143,7.225748283437621
id_144,14.405303210299717
id_145,9.481812337657763
id_146,19.725206008365234
id_147,7.391623799114017
id_148,12.310173502192512
id_149,16.32723478130532
id_150,45.454343031855295
id_151,19.240421732733346
id_152,21.825379371673552
id_153,13.955731102112921
id_154,14.176652964371971
id_155,23.612083028632327
id_156,24.219218464471883
id_157,37.15263590357099
id_158,3.424456045742282
id_159,22.635206065518467
id_160,41.34430883009601
id_161,19.197813565048044
id_162,60.521635241727076
id_163,16.532176409783375
id_164,34.02513047815706
id_165,25.12291578144059
id_166,22.034896053888392
id_167,0.5647042299148597
id_168,68.68017361917981
id_169,16.118593428339118
id_170,15.997225757485195
id_171,70.61359991105901
id_172,20.557226854298502
id_173,2.5819647224316844
id_174,24.131273093268753
id_175,-0.12498027048462701
id_176,9.009601221821265
id_177,18.116568565626444
id_178,22.542166914530586
id_179,24.224125410675118
id_180,42.42635065792041
id_181,34.3005616874853
id_182,30.803635733499377
id_183,14.6850219627926
id_184,7.303957022937661
id_185,42.141770817263335
id_186,35.80618448311171
id_187,33.813174403669144
id_188,15.188924139644854
id_189,24.533811221660446
id_190,14.375702502964463
id_191,15.004614161179704
id_192,29.74266933253748
id_193,73.77063056403358
id_194,31.915434824719185
id_195,10.803509566771124
id_196,62.11183975736919
id_197,17.876772469591263
id_198,19.96393191581776
id_199,20.868515150141647
id_200,122.73820340755734
id_201,22.799064792596305
id_202,58.38559952535423
id_203,4.326403983974376
id_204,58.88742072267476
id_205,33.983881207293756
id_206,14.601982040963941
id_207,15.235668769767821
id_208,60.60045606566125
id_209,14.002905294155493
id_210,38.52095340097849
id_211,68.1334973563938
id_212,19.16230036613749
id_213,113.96696416974241
id_214,40.594986324872764
id_215,75.99411524146787
id_216,90.30665345274093
id_217,70.98452021435074
id_218,30.596291116763545
id_219,21.923540423645658
id_220,30.176294481022925
id_221,56.35281535772354
id_222,25.837959668757787
id_223,38.67326826354044
id_224,42.960940501430805
id_225,9.651029518690674
id_226,5.944945990291922
id_227,81.61208872833072
id_228,29.214402343216804
id_229,1.9123311714647055
id_230,39.865260820985725
id_231,14.806458272949722
id_232,22.355491677481666
id_233,6.9952310503639525
id_234,16.069831122702546
id_235,25.134092251672097
id_236,14.403497642119994
id_237,3.5277560964061134
id_238,23.18009507465647
id_239,13.159901236347038
